shortOperatorName,lineName,hafasLineId
mvv-mvg-bus,52,5-swm003-52
mvv-mvg-bus,53,5-swm003-53
mvv-mvg-bus,54,5-swm003-54
mvv-mvg-bus,55,5-swm003-55
mvv-mvg-bus,56,5-swm003-56
mvv-mvg-bus,57,5-swm003-57
mvv-mvg-bus,58,5-swm003-58
mvv-mvg-bus,59,5-swm003-59
mvv-mvg-bus,60,5-swm003-60
mvv-mvg-bus,62,5-swm003-62
mvv-mvg-bus,63,5-swm003-63
mvv-mvg-bus,68,5-swm003-68
mvv-mvg-bus,100,5-swm003-100
mvv-mvg-bus,130,5-swm003-130
mvv-mvg-bus,132,5-swm003-132
mvv-mvg-bus,134,5-swm003-134
mvv-mvg-bus,135,5-swm003-135
mvv-mvg-bus,136,5-swm003-136
mvv-mvg-bus,139,5-swm003-139
mvv-mvg-bus,140,5-swm003-140
mvv-mvg-bus,141,5-swm003-141
mvv-mvg-bus,142,5-swm003-142
mvv-mvg-bus,143,5-swm003-143
mvv-mvg-bus,144,5-swm003-144
mvv-mvg-bus,145,5-swm003-145
mvv-mvg-bus,147,5-swm003-147
mvv-mvg-bus,149,5-swm003-149
mvv-mvg-bus,150,5-swm003-150
mvv-mvg-bus,151,5-swm003-151
mvv-mvg-bus,153,5-swm003-153
mvv-mvg-bus,154,5-swm003-154
mvv-mvg-bus,155,5-swm003-155
mvv-mvg-bus,157,5-swm003-157
mvv-mvg-bus,158,5-swm003-158
mvv-mvg-bus,159,5-swm003-159
mvv-mvg-bus,160,5-swm003-160
mvv-mvg-bus,161,5-swm003-161
mvv-mvg-bus,162,5-swm003-162
mvv-mvg-bus,163,5-swm003-163
mvv-mvg-bus,164,5-swm003-164
mvv-mvg-bus,165,5-swm003-165
mvv-mvg-bus,166,5-swm003-166
mvv-mvg-bus,167,5-swm003-167
mvv-mvg-bus,168,5-swm003-168
mvv-mvg-bus,169,5-swm003-169
mvv-mvg-bus,170,5-swm003-170
mvv-mvg-bus,171,5-swm003-171
mvv-mvg-bus,172,5-swm003-172
mvv-mvg-bus,173,5-swm003-173
mvv-mvg-bus,174,5-swm003-174
mvv-mvg-bus,175,5-swm003-175
mvv-mvg-bus,176,5-swm003-176
mvv-mvg-bus,177,5-swm003-177
mvv-mvg-bus,178,5-swm003-178
mvv-mvg-bus,179,5-swm003-179
mvv-mvg-bus,180,5-swm003-180
mvv-mvg-bus,181,5-swm003-181
mvv-mvg-bus,183,5-swm003-183
mvv-mvg-bus,184,5-swm003-184
mvv-mvg-bus,185,5-swm003-185
mvv-mvg-bus,186,5-swm003-186
mvv-mvg-bus,187,5-swm003-187
mvv-mvg-bus,188,5-swm003-188
mvv-mvg-bus,189,5-swm003-189
mvv-mvg-bus,190,5-swm003-190
mvv-mvg-bus,191,5-swm003-191
mvv-mvg-bus,192,5-swm003-192
mvv-mvg-bus,193,5-swm003-193
mvv-mvg-bus,194,5-swm003-194
mvv-mvg-bus,195,5-swm003-195
mvv-mvg-bus,196,5-swm003-196
mvv-mvg-bus,197,5-swm003-197
mvv-mvg-bus,198,5-swm003-198
mvv-mvg-bus,199,5-swm003-199
mvv-mvg-bus,N80,5-swm003-n80
mvv-mvg-bus,N81,5-swm003-n81
mvv-mvg-bus,X30,5-swm003-x30
mvv-mvg-bus,X35,5-swm003-x35
mvv-mvg-bus,X36,5-swm003-x36
mvv-mvg-bus,X80,5-swm003-x80
mvv-mvg-tram,12,8-swm002-12
mvv-mvg-tram,14,8-swm002-14
mvv-mvg-tram,16,8-swm002-16
mvv-mvg-tram,17,8-swm002-17
mvv-mvg-tram,18,8-swm002-18
mvv-mvg-tram,19,8-swm002-19
mvv-mvg-tram,20,8-swm002-20
mvv-mvg-tram,21,8-swm002-21
mvv-mvg-tram,23,8-swm002-23
mvv-mvg-tram,25,8-swm002-25
mvv-mvg-tram,27,8-swm002-27
mvv-mvg-tram,28,8-swm002-28
mvv-mvg-tram,29,8-swm002-29
mvv-mvg-tram,E7,8-swm002-e7
mvv-mvg-tram,N17,8-swm002-n17
mvv-mvg-tram,N19,8-swm002-n19
mvv-mvg-tram,N20,8-swm002-n20
mvv-mvg-tram,N27,8-swm002-n27
mvv-mvg-ubahn,U1,7-swm001-1
mvv-mvg-ubahn,U2,7-swm001-2
mvv-mvg-ubahn,U3,7-swm001-3
mvv-mvg-ubahn,U4,7-swm001-4
mvv-mvg-ubahn,U5,7-swm001-5
mvv-mvg-ubahn,U6,7-swm001-6
mvv-mvg-ubahn,U7,7-swm001-7
mvv-mvg-ubahn,U8,7-swm001-8
mvv-regional-bus,210,5-mvvrbu-210
mvv-regional-bus,211,5-mvvrbu-211
mvv-regional-bus,211V,5-mvvrbu-211V
mvv-regional-bus,211W,5-mvvrbu-211W
mvv-regional-bus,212,5-mvvrbu-212
mvv-regional-bus,214,5-mvvrbu-214
mvv-regional-bus,214V,5-mvvrbu-214V
mvv-regional-bus,215,5-mvvrbu-215
mvv-regional-bus,216,5-mvvrbu-216
mvv-regional-bus,216V,5-mvvrbu-216V
mvv-regional-bus,217,5-mvvrbu-217
mvv-regional-bus,218,5-mvvrbu-218
mvv-regional-bus,219,5-mvvrbu-219
mvv-regional-bus,219V,5-mvvrbu-219V
mvv-regional-bus,220,5-mvvrbu-220
mvv-regional-bus,220V,5-mvvrbu-220V
mvv-regional-bus,221,5-mvvrbu-221
mvv-regional-bus,222,5-mvvrbu-222
mvv-regional-bus,222V,5-mvvrbu-222V
mvv-regional-bus,223,5-mvvrbu-223
mvv-regional-bus,224,5-mvvrbu-224
mvv-regional-bus,225,5-mvvrbu-225
mvv-regional-bus,226,5-mvvrbu-226
mvv-regional-bus,227,5-mvvrbu-227
mvv-regional-bus,229,5-mvvrbu-229
mvv-regional-bus,230,5-mvvrbu-230
mvv-regional-bus,230V,5-mvvrbu-230V
mvv-regional-bus,231,5-mvvrbu-231
mvv-regional-bus,231V,5-mvvrbu-231V
mvv-regional-bus,232,5-mvvrbu-232
mvv-regional-bus,233,5-mvvrbu-233
mvv-regional-bus,234,5-mvvrbu-234
mvv-regional-bus,234V,5-mvvrbu-234V
mvv-regional-bus,236,5-mvvrbu-236
mvv-regional-bus,240,5-mvvrbu-240
mvv-regional-bus,240V,5-mvvrbu-240V
mvv-regional-bus,240W,5-mvvrbu-240W
mvv-regional-bus,241,5-mvvrbu-241
mvv-regional-bus,242,5-mvvrbu-242
mvv-regional-bus,242V,5-mvvrbu-242V
mvv-regional-bus,243,5-mvvrbu-243
mvv-regional-bus,244,5-mvvrbu-244
mvv-regional-bus,258,5-mvvrbu-258
mvv-regional-bus,259,5-mvvrbu-259
mvv-regional-bus,260,5-mvvrbu-260
mvv-regional-bus,260V,5-mvvrbu-260V
mvv-regional-bus,261,5-mvvrbu-261
mvv-regional-bus,262,5-mvvrbu-262
mvv-regional-bus,262V,5-mvvrbu-262V
mvv-regional-bus,263,5-mvvrbu-263
mvv-regional-bus,263V,5-mvvrbu-263V
mvv-regional-bus,264,5-mvvrbu-264
mvv-regional-bus,265,5-mvvrbu-265
mvv-regional-bus,266,5-mvvrbu-266
mvv-regional-bus,267,5-mvvrbu-267
mvv-regional-bus,267V,5-mvvrbu-267V
mvv-regional-bus,268,5-mvvrbu-268
mvv-regional-bus,269,5-mvvrbu-269
mvv-regional-bus,270,5-mvvrbu-270
mvv-regional-bus,270V,5-mvvrbu-270V
mvv-regional-bus,271,5-mvvrbu-271
mvv-regional-bus,271V,5-mvvrbu-271V
mvv-regional-bus,275,5-mvvrbu-275
mvv-regional-bus,276,5-mvvrbu-276
mvv-regional-bus,277,5-mvvrbu-277
mvv-regional-bus,278,5-mvvrbu-278
mvv-regional-bus,290,5-mvvrbu-290
mvv-regional-bus,290V,5-mvvrbu-290V
mvv-regional-bus,291,5-mvvrbu-291
mvv-regional-bus,292,5-mvvrbu-292
mvv-regional-bus,293,5-mvvrbu-293
mvv-regional-bus,294,5-mvvrbu-294
mvv-regional-bus,295,5-mvvrbu-295
mvv-regional-bus,299,5-mvvrbu-299
mvv-regional-bus,301,5-mvvrbu-301
mvv-regional-bus,302,5-mvvrbu-302
mvv-regional-bus,310,5-mvvrbu-310
mvv-regional-bus,311,5-mvvrbu-311
mvv-regional-bus,312,5-mvvrbu-312
mvv-regional-bus,316,5-mvvrbu-316
mvv-regional-bus,318,5-mvvrbu-318
mvv-regional-bus,319,5-mvvrbu-319
mvv-regional-bus,321,5-mvvrbu-321
mvv-regional-bus,322,5-mvvrbu-322
mvv-regional-bus,323,5-mvvrbu-323
mvv-regional-bus,324,5-mvvrbu-324
mvv-regional-bus,325,5-mvvrbu-325
mvv-regional-bus,326,5-mvvrbu-326
mvv-regional-bus,328,5-mvvrbu-328
mvv-regional-bus,329,5-mvvrbu-329
mvv-regional-bus,331,5-mvvrbu-331
mvv-regional-bus,332,5-mvvrbu-332
mvv-regional-bus,333,5-mvvrbu-333
mvv-regional-bus,334,5-mvvrbu-334
mvv-regional-bus,336,5-mvvrbu-336
mvv-regional-bus,337,5-mvvrbu-337
mvv-regional-bus,338,5-mvvrbu-338
mvv-regional-bus,339,5-mvvrbu-339
mvv-regional-bus,340,5-mvvrbu-340
mvv-regional-bus,341,5-mvvrbu-341
mvv-regional-bus,342,5-mvvrbu-342
mvv-regional-bus,343,5-mvvrbu-343
mvv-regional-bus,344,5-mvvrbu-344
mvv-regional-bus,345,5-mvvrbu-345
mvv-regional-bus,346,5-mvvrbu-346
mvv-regional-bus,347,5-mvvrbu-347
mvv-regional-bus,348,5-mvvrbu-348
mvv-regional-bus,349,5-mvvrbu-349
mvv-regional-bus,352,5-mvvrbu-352
mvv-regional-bus,353,5-mvvrbu-353
mvv-regional-bus,354,5-mvvrbu-354
mvv-regional-bus,355,5-mvvrbu-355
mvv-regional-bus,356,5-mvvrbu-356
mvv-regional-bus,357,5-mvvrbu-357
mvv-regional-bus,358,5-mvvrbu-358
mvv-regional-bus,359,5-mvvrbu-359
mvv-regional-bus,360,5-mvvrbu-360
mvv-regional-bus,361,5-mvvrbu-361
mvv-regional-bus,362,5-mvvrbu-362
mvv-regional-bus,363,5-mvvrbu-363
mvv-regional-bus,364,5-mvvrbu-364
mvv-regional-bus,366,5-mvvrbu-366
mvv-regional-bus,367,5-mvvrbu-367
mvv-regional-bus,368,5-mvvrbu-368
mvv-regional-bus,368V,5-mvvrbu-368V
mvv-regional-bus,369,5-mvvrbu-369
mvv-regional-bus,370,5-mvvrbu-370
mvv-regional-bus,370V,5-mvvrbu-370V
mvv-regional-bus,371,5-mvvrbu-371
mvv-regional-bus,371V,5-mvvrbu-371V
mvv-regional-bus,372,5-mvvrbu-372
mvv-regional-bus,373,5-mvvrbu-373
mvv-regional-bus,373V,5-mvvrbu-373V
mvv-regional-bus,374,5-mvvrbu-374
mvv-regional-bus,375,5-mvvrbu-375
mvv-regional-bus,375V,5-mvvrbu-375V
mvv-regional-bus,376,5-mvvrbu-376
mvv-regional-bus,377,5-mvvrbu-377
mvv-regional-bus,377V,5-mvvrbu-377V
mvv-regional-bus,378,5-mvvrbu-378
mvv-regional-bus,379,5-mvvrbu-379
mvv-regional-bus,379V,5-mvvrbu-379V
mvv-regional-bus,391,5-mvvrbu-391
mvv-regional-bus,392,5-mvvrbu-392
mvv-regional-bus,393,5-mvvrbu-393
mvv-regional-bus,393V,5-mvvrbu-393V
mvv-regional-bus,394,5-mvvrbu-394
mvv-regional-bus,395,5-mvvrbu-395
mvv-regional-bus,397,5-mvvrbu-397
mvv-regional-bus,401,5-mvvrbu-401
mvv-regional-bus,402,5-mvvrbu-402
mvv-regional-bus,403,5-mvvrbu-403
mvv-regional-bus,404,5-mvvrbu-404
mvv-regional-bus,405,5-mvvrbu-405
mvv-regional-bus,405V,5-mvvrbu-405V
mvv-regional-bus,406,5-mvvrbu-406
mvv-regional-bus,407,5-mvvrbu-407
mvv-regional-bus,407V,5-mvvrbu-407V
mvv-regional-bus,408,5-mvvrbu-408
mvv-regional-bus,409,5-mvvrbu-409
mvv-regional-bus,410,5-mvvrbu-410
mvv-regional-bus,411,5-mvvrbu-411
mvv-regional-bus,412,5-mvvrbu-412
mvv-regional-bus,413,5-mvvrbu-413
mvv-regional-bus,420,5-mvvrbu-420
mvv-regional-bus,421,5-mvvrbu-421
mvv-regional-bus,422,5-mvvrbu-422
mvv-regional-bus,423,5-mvvrbu-423
mvv-regional-bus,424,5-mvvrbu-424
mvv-regional-bus,426,5-mvvrbu-426
mvv-regional-bus,427,5-mvvrbu-427
mvv-regional-bus,429,5-mvvrbu-429
mvv-regional-bus,431,5-mvvrbu-431
mvv-regional-bus,432,5-mvvrbu-432
mvv-regional-bus,433,5-mvvrbu-433
mvv-regional-bus,434,5-mvvrbu-434
mvv-regional-bus,435,5-mvvrbu-435
mvv-regional-bus,436,5-mvvrbu-436
mvv-regional-bus,437,5-mvvrbu-437
mvv-regional-bus,438,5-mvvrbu-438
mvv-regional-bus,439,5-mvvrbu-439
mvv-regional-bus,440,5-mvvrbu-440
mvv-regional-bus,442,5-mvvrbu-442
mvv-regional-bus,443,5-mvvrbu-443
mvv-regional-bus,444,5-mvvrbu-444
mvv-regional-bus,444V,5-mvvrbu-444V
mvv-regional-bus,445,5-mvvrbu-445
mvv-regional-bus,445V,5-mvvrbu-445V
mvv-regional-bus,446,5-mvvrbu-446
mvv-regional-bus,446V,5-mvvrbu-446V
mvv-regional-bus,447,5-mvvrbu-447
mvv-regional-bus,448,5-mvvrbu-448
mvv-regional-bus,451,5-mvvrbu-451
mvv-regional-bus,452,5-mvvrbu-452
mvv-regional-bus,453,5-mvvrbu-453
mvv-regional-bus,454,5-mvvrbu-454
mvv-regional-bus,455,5-mvvrbu-455
mvv-regional-bus,456,5-mvvrbu-456
mvv-regional-bus,459,5-mvvrbu-459
mvv-regional-bus,460,5-mvvrbu-460
mvv-regional-bus,461,5-mvvrbu-461
mvv-regional-bus,462,5-mvvrbu-462
mvv-regional-bus,463,5-mvvrbu-463
mvv-regional-bus,464,5-mvvrbu-464
mvv-regional-bus,465,5-mvvrbu-465
mvv-regional-bus,465V,5-mvvrbu-465V
mvv-regional-bus,466,5-mvvrbu-466
mvv-regional-bus,466V,5-mvvrbu-466V
mvv-regional-bus,468,5-mvvrbu-468
mvv-regional-bus,469,5-mvvrbu-469
mvv-regional-bus,469V,5-mvvrbu-469V
mvv-regional-bus,470,5-mvvrbu-470
mvv-regional-bus,474,5-mvvrbu-474
mvv-regional-bus,475,5-mvvrbu-475
mvv-regional-bus,476,5-mvvrbu-476
mvv-regional-bus,477,5-mvvrbu-477
mvv-regional-bus,478,5-mvvrbu-478
mvv-regional-bus,479,5-mvvrbu-479
mvv-regional-bus,481,5-mvvrbu-481
mvv-regional-bus,482,5-mvvrbu-482
mvv-regional-bus,488,5-mvvrbu-488
mvv-regional-bus,489,5-mvvrbu-489
mvv-regional-bus,490,5-mvvrbu-490
mvv-regional-bus,491,5-mvvrbu-491
mvv-regional-bus,492,5-mvvrbu-492
mvv-regional-bus,493,5-mvvrbu-493
mvv-regional-bus,494,5-mvvrbu-494
mvv-regional-bus,495,5-mvvrbu-495
mvv-regional-bus,496,5-mvvrbu-496
mvv-regional-bus,497,5-mvvrbu-497
mvv-regional-bus,498,5-mvvrbu-498
mvv-regional-bus,501,5-mvvrbu-501
mvv-regional-bus,501V,5-mvvrbu-501V
mvv-regional-bus,502,5-mvvrbu-502
mvv-regional-bus,502V,5-mvvrbu-502V
mvv-regional-bus,505,5-mvvrbu-505
mvv-regional-bus,505V,5-mvvrbu-505V
mvv-regional-bus,507,5-mvvrbu-507
mvv-regional-bus,511,5-mvvrbu-511
mvv-regional-bus,511V,5-mvvrbu-511V
mvv-regional-bus,512,5-mvvrbu-512
mvv-regional-bus,512V,5-mvvrbu-512V
mvv-regional-bus,513,5-mvvrbu-513
mvv-regional-bus,513V,5-mvvrbu-513V
mvv-regional-bus,515,5-mvvrbu-515
mvv-regional-bus,522,5-mvvrbu-522
mvv-regional-bus,523,5-mvvrbu-523
mvv-regional-bus,524,5-mvvrbu-524
mvv-regional-bus,524V,5-mvvrbu-524V
mvv-regional-bus,525,5-mvvrbu-525
mvv-regional-bus,526,5-mvvrbu-526
mvv-regional-bus,527,5-mvvrbu-527
mvv-regional-bus,528,5-mvvrbu-528
mvv-regional-bus,531,5-mvvrbu-531
mvv-regional-bus,532,5-mvvrbu-532
mvv-regional-bus,533,5-mvvrbu-533
mvv-regional-bus,534,5-mvvrbu-534
mvv-regional-bus,535,5-mvvrbu-535
mvv-regional-bus,536,5-mvvrbu-536
mvv-regional-bus,537,5-mvvrbu-537
mvv-regional-bus,538,5-mvvrbu-538
mvv-regional-bus,539,5-mvvrbu-539
mvv-regional-bus,539V,5-mvvrbu-539V
mvv-regional-bus,541F,5-mvvrbu-541F
mvv-regional-bus,541H,5-mvvrbu-541H
mvv-regional-bus,541S,5-mvvrbu-541S
mvv-regional-bus,542,5-mvvrbu-542
mvv-regional-bus,543,5-mvvrbu-543
mvv-regional-bus,545,5-mvvrbu-545
mvv-regional-bus,546,5-mvvrbu-546
mvv-regional-bus,547,5-mvvrbu-547
mvv-regional-bus,548,5-mvvrbu-548
mvv-regional-bus,549,5-mvvrbu-549
mvv-regional-bus,553,5-mvvrbu-553
mvv-regional-bus,555,5-mvvrbu-555
mvv-regional-bus,557,5-mvvrbu-557
mvv-regional-bus,558,5-mvvrbu-558
mvv-regional-bus,559,5-mvvrbu-559
mvv-regional-bus,561,5-mvvrbu-561
mvv-regional-bus,562,5-mvvrbu-562
mvv-regional-bus,562V,5-mvvrbu-562V
mvv-regional-bus,564,5-mvvrbu-564
mvv-regional-bus,564V,5-mvvrbu-564V
mvv-regional-bus,565,5-mvvrbu-565
mvv-regional-bus,567,5-mvvrbu-567
mvv-regional-bus,567V,5-mvvrbu-567V
mvv-regional-bus,568,5-mvvrbu-568
mvv-regional-bus,568V,5-mvvrbu-568V
mvv-regional-bus,569,5-mvvrbu-569
mvv-regional-bus,569V,5-mvvrbu-569V
mvv-regional-bus,570,5-mvvrbu-570
mvv-regional-bus,571,5-mvvrbu-571
mvv-regional-bus,573,5-mvvrbu-573
mvv-regional-bus,574,5-mvvrbu-574
mvv-regional-bus,575,5-mvvrbu-575
mvv-regional-bus,576,5-mvvrbu-576
mvv-regional-bus,579,5-mvvrbu-579
mvv-regional-bus,580,5-mvvrbu-580
mvv-regional-bus,580V,5-mvvrbu-580V
mvv-regional-bus,581,5-mvvrbu-581
mvv-regional-bus,582,5-mvvrbu-582
mvv-regional-bus,584,5-mvvrbu-584
mvv-regional-bus,586,5-mvvrbu-586
mvv-regional-bus,587,5-mvvrbu-587
mvv-regional-bus,590,5-mvvrbu-590
mvv-regional-bus,592,5-mvvrbu-592
mvv-regional-bus,593,5-mvvrbu-593
mvv-regional-bus,594,5-mvvrbu-594
mvv-regional-bus,595,5-mvvrbu-595
mvv-regional-bus,596,5-mvvrbu-596
mvv-regional-bus,598,5-mvvrbu-598
mvv-regional-bus,599,5-mvvrbu-599
mvv-regional-bus,635,5-mvvrbu-635
mvv-regional-bus,661,5-mvvrbu-661
mvv-regional-bus,662,5-mvvrbu-662
mvv-regional-bus,662V,5-mvvrbu-662V
mvv-regional-bus,663,5-mvvrbu-663
mvv-regional-bus,664,5-mvvrbu-664
mvv-regional-bus,664V,5-mvvrbu-664V
mvv-regional-bus,665,5-mvvrbu-665
mvv-regional-bus,666,5-mvvrbu-666
mvv-regional-bus,667,5-mvvrbu-667
mvv-regional-bus,668,5-mvvrbu-668
mvv-regional-bus,671,5-mvvrbu-671
mvv-regional-bus,672,5-mvvrbu-672
mvv-regional-bus,674,5-mvvrbu-674
mvv-regional-bus,675,5-mvvrbu-675
mvv-regional-bus,676,5-mvvrbu-676
mvv-regional-bus,678,5-mvvrbu-678
mvv-regional-bus,679,5-mvvrbu-679
mvv-regional-bus,680,5-mvvrbu-680
mvv-regional-bus,681,5-mvvrbu-681
mvv-regional-bus,682,5-mvvrbu-682
mvv-regional-bus,682V,5-mvvrbu-682V
mvv-regional-bus,683,5-mvvrbu-683
mvv-regional-bus,683V,5-mvvrbu-683V
mvv-regional-bus,684,5-mvvrbu-684
mvv-regional-bus,685,5-mvvrbu-685
mvv-regional-bus,686,5-mvvrbu-686
mvv-regional-bus,687,5-mvvrbu-687
mvv-regional-bus,688,5-mvvrbu-688
mvv-regional-bus,690,5-mvvrbu-690
mvv-regional-bus,691,5-mvvrbu-691
mvv-regional-bus,691V,5-mvvrbu-691V
mvv-regional-bus,692,5-mvvrbu-692
mvv-regional-bus,693,5-mvvrbu-693
mvv-regional-bus,694,5-mvvrbu-694
mvv-regional-bus,695,5-mvvrbu-695
mvv-regional-bus,696,5-mvvrbu-696
mvv-regional-bus,698,5-mvvrbu-698
mvv-regional-bus,698V,5-mvvrbu-698V
mvv-regional-bus,701,5-mvvrbu-701
mvv-regional-bus,702,5-mvvrbu-702
mvv-regional-bus,703,5-mvvrbu-703
mvv-regional-bus,704,5-mvvrbu-704
mvv-regional-bus,705,5-mvvrbu-705
mvv-regional-bus,706,5-mvvrbu-706
mvv-regional-bus,707,5-mvvrbu-707
mvv-regional-bus,708,5-mvvrbu-708
mvv-regional-bus,708V,5-mvvrbu-708V
mvv-regional-bus,710,5-mvvrbu-710
mvv-regional-bus,711,5-mvvrbu-711
mvv-regional-bus,715,5-mvvrbu-715
mvv-regional-bus,721,5-mvvrbu-721
mvv-regional-bus,721V,5-mvvrbu-721V
mvv-regional-bus,723,5-mvvrbu-723
mvv-regional-bus,725,5-mvvrbu-725
mvv-regional-bus,725V,5-mvvrbu-725V
mvv-regional-bus,727,5-mvvrbu-727
mvv-regional-bus,727V,5-mvvrbu-727V
mvv-regional-bus,728,5-mvvrbu-728
mvv-regional-bus,729,5-mvvrbu-729
mvv-regional-bus,771,5-mvvrbu-771
mvv-regional-bus,772,5-mvvrbu-772
mvv-regional-bus,772V,5-mvvrbu-772V
mvv-regional-bus,782,5-mvvrbu-782
mvv-regional-bus,785,5-mvvrbu-785
mvv-regional-bus,791,5-mvvrbu-791
mvv-regional-bus,791V,5-mvvrbu-791V
mvv-regional-bus,803,5-mvvrbu-803
mvv-regional-bus,804,5-mvvrbu-804
mvv-regional-bus,805,5-mvvrbu-805
mvv-regional-bus,807,5-mvvrbu-807
mvv-regional-bus,809,5-mvvrbu-809
mvv-regional-bus,809V,5-mvvrbu-809V
mvv-regional-bus,810,5-mvvrbu-810
mvv-regional-bus,811,5-mvvrbu-811
mvv-regional-bus,812,5-mvvrbu-812
mvv-regional-bus,812V,5-mvvrbu-812V
mvv-regional-bus,813,5-mvvrbu-813
mvv-regional-bus,813V,5-mvvrbu-813V
mvv-regional-bus,814,5-mvvrbu-814
mvv-regional-bus,814V,5-mvvrbu-814V
mvv-regional-bus,815,5-mvvrbu-815
mvv-regional-bus,816,5-mvvrbu-816
mvv-regional-bus,817,5-mvvrbu-817
mvv-regional-bus,818,5-mvvrbu-818
mvv-regional-bus,820,5-mvvrbu-820
mvv-regional-bus,822,5-mvvrbu-822
mvv-regional-bus,823,5-mvvrbu-823
mvv-regional-bus,825,5-mvvrbu-825
mvv-regional-bus,826,5-mvvrbu-826
mvv-regional-bus,829,5-mvvrbu-829
mvv-regional-bus,830,5-mvvrbu-830
mvv-regional-bus,832,5-mvvrbu-832
mvv-regional-bus,833,5-mvvrbu-833
mvv-regional-bus,835,5-mvvrbu-835
mvv-regional-bus,837,5-mvvrbu-837
mvv-regional-bus,838,5-mvvrbu-838
mvv-regional-bus,839,5-mvvrbu-839
mvv-regional-bus,840,5-mvvrbu-840
mvv-regional-bus,843,5-mvvrbu-843
mvv-regional-bus,845,5-mvvrbu-845
mvv-regional-bus,851,5-mvvrbu-851
mvv-regional-bus,852,5-mvvrbu-852
mvv-regional-bus,853,5-mvvrbu-853
mvv-regional-bus,854,5-mvvrbu-854
mvv-regional-bus,855,5-mvvrbu-855
mvv-regional-bus,856,5-mvvrbu-856
mvv-regional-bus,857,5-mvvrbu-857
mvv-regional-bus,858,5-mvvrbu-858
mvv-regional-bus,859,5-mvvrbu-859
mvv-regional-bus,860,5-mvvrbu-860
mvv-regional-bus,861,5-mvvrbu-861
mvv-regional-bus,862,5-mvvrbu-862
mvv-regional-bus,863,5-mvvrbu-863
mvv-regional-bus,871,5-mvvrbu-871
mvv-regional-bus,872,5-mvvrbu-872
mvv-regional-bus,873,5-mvvrbu-873
mvv-regional-bus,874,5-mvvrbu-874
mvv-regional-bus,875,5-mvvrbu-875
mvv-regional-bus,881,5-mvvrbu-881
mvv-regional-bus,881V,5-mvvrbu-881V
mvv-regional-bus,882,5-mvvrbu-882
mvv-regional-bus,883,5-mvvrbu-883
mvv-regional-bus,885,5-mvvrbu-885
mvv-regional-bus,886,5-mvvrbu-886
mvv-regional-bus,886V,5-mvvrbu-886V
mvv-regional-bus,887,5-mvvrbu-887
mvv-regional-bus,891,5-mvvrbu-891
mvv-regional-bus,892,5-mvvrbu-892
mvv-regional-bus,893,5-mvvrbu-893
mvv-regional-bus,894,5-mvvrbu-894
mvv-regional-bus,894V,5-mvvrbu-894V
mvv-regional-bus,895,5-mvvrbu-895
mvv-regional-bus,896,5-mvvrbu-896
mvv-regional-bus,897,5-mvvrbu-897
mvv-regional-bus,899,5-mvvrbu-899
mvv-regional-bus,901,5-mvvrbu-901
mvv-regional-bus,902,5-mvvrbu-902
mvv-regional-bus,903,5-mvvrbu-903
mvv-regional-bus,905,5-mvvrbu-905
mvv-regional-bus,906,5-mvvrbu-906
mvv-regional-bus,909,5-mvvrbu-909
mvv-regional-bus,911,5-mvvrbu-911
mvv-regional-bus,912,5-mvvrbu-912
mvv-regional-bus,913,5-mvvrbu-913
mvv-regional-bus,914,5-mvvrbu-914
mvv-regional-bus,921,5-mvvrbu-921
mvv-regional-bus,921V,5-mvvrbu-921V
mvv-regional-bus,923,5-mvvrbu-923
mvv-regional-bus,924,5-mvvrbu-924
mvv-regional-bus,928,5-mvvrbu-928
mvv-regional-bus,928V,5-mvvrbu-928V
mvv-regional-bus,931,5-mvvrbu-931
mvv-regional-bus,932,5-mvvrbu-932
mvv-regional-bus,934,5-mvvrbu-934
mvv-regional-bus,935,5-mvvrbu-935
mvv-regional-bus,936,5-mvvrbu-936
mvv-regional-bus,937,5-mvvrbu-937
mvv-regional-bus,938,5-mvvrbu-938
mvv-regional-bus,939,5-mvvrbu-939
mvv-regional-bus,940,5-mvvrbu-940
mvv-regional-bus,941,5-mvvrbu-941
mvv-regional-bus,942,5-mvvrbu-942
mvv-regional-bus,944,5-mvvrbu-944
mvv-regional-bus,947,5-mvvrbu-947
mvv-regional-bus,947V,5-mvvrbu-947V
mvv-regional-bus,948,5-mvvrbu-948
mvv-regional-bus,949,5-mvvrbu-949
mvv-regional-bus,950,5-mvvrbu-950
mvv-regional-bus,950V,5-mvvrbu-950V
mvv-regional-bus,951,5-mvvrbu-951
mvv-regional-bus,952,5-mvvrbu-952
mvv-regional-bus,953,5-mvvrbu-953
mvv-regional-bus,955,5-mvvrbu-955
mvv-regional-bus,956,5-mvvrbu-956
mvv-regional-bus,957,5-mvvrbu-957
mvv-regional-bus,958,5-mvvrbu-958
mvv-regional-bus,962,5-mvvrbu-962
mvv-regional-bus,963,5-mvvrbu-963
mvv-regional-bus,965,5-mvvrbu-965
mvv-regional-bus,966,5-mvvrbu-966
mvv-regional-bus,967,5-mvvrbu-967
mvv-regional-bus,968,5-mvvrbu-968
mvv-regional-bus,969,5-mvvrbu-969
mvv-regional-bus,971,5-mvvrbu-971
mvv-regional-bus,972,5-mvvrbu-972
mvv-regional-bus,973,5-mvvrbu-973
mvv-regional-bus,974,5-mvvrbu-974
mvv-regional-bus,975,5-mvvrbu-975
mvv-regional-bus,976,5-mvvrbu-976
